,FalseSM,TrueSM
0,0.9614537358283997,0.03854629024863243
1,0.5981681942939758,0.4018317461013794
2,0.8629804253578186,0.13701961934566498
3,0.8987219929695129,0.10127799957990646
4,0.9365108013153076,0.06348927319049835
5,0.13600270450115204,0.863997220993042
6,0.9197565317153931,0.08024351298809052
7,0.9507798552513123,0.04922010377049446
8,0.9705502986907959,0.0294497087597847
9,0.9435169100761414,0.05648309737443924
10,0.8129004836082458,0.18709953129291534
11,0.920691967010498,0.07930800318717957
12,0.19118542969226837,0.808814525604248
13,0.8857126832008362,0.11428728699684143
14,0.9693610072135925,0.030639000236988068
15,0.9489315748214722,0.05106843262910843
16,0.9490887522697449,0.050911251455545425
17,0.06858645379543304,0.931413471698761
18,0.7898324131965637,0.2101675420999527
19,0.43114352226257324,0.568856418132782
20,0.9351809024810791,0.0648190900683403
21,0.6175209283828735,0.38247913122177124
22,0.9389699101448059,0.06103011220693588
23,0.6784592866897583,0.32154062390327454
24,0.9459235668182373,0.05407644808292389
25,0.9536147117614746,0.0463852696120739
26,0.9173738956451416,0.082626111805439
27,0.9586336612701416,0.04136635363101959
28,0.9633337259292603,0.03666621446609497
29,0.9518954157829285,0.04810459911823273
30,0.815372109413147,0.18462786078453064
31,0.9555410742759705,0.04445893317461014
32,0.7797644734382629,0.22023549675941467
33,0.9296497702598572,0.07035030424594879
34,0.6881972551345825,0.3118027448654175
35,0.8104891180992126,0.18951088190078735
36,0.9447833895683289,0.055216606706380844
37,0.9537429809570312,0.046257056295871735
38,0.9244978427886963,0.07550215721130371
39,0.17087532579898834,0.8291247487068176
40,0.9016032814979553,0.0983966812491417
41,0.09328196197748184,0.9067180156707764
42,0.9078838229179382,0.09211617708206177
43,0.49326324462890625,0.5067367553710938
44,0.9639515280723572,0.03604848310351372
45,0.6066897511482239,0.3933103084564209
46,0.316677063703537,0.6833229660987854
47,0.7080665826797485,0.2919333875179291
48,0.14449483156204224,0.8555051684379578
49,0.9061517119407654,0.09384830296039581
50,0.9526705145835876,0.04732947796583176
51,0.15793126821517944,0.8420687317848206
52,0.6084954738616943,0.39150455594062805
53,0.9190778136253357,0.08092222362756729
54,0.9635217189788818,0.036478251218795776
55,0.9527011513710022,0.047298796474933624
56,0.48941102623939514,0.5105890035629272
57,0.8995143175125122,0.10048563778400421
58,0.926325261592865,0.0736747533082962
59,0.827921986579895,0.1720779985189438
60,0.9485903382301331,0.05140972509980202
61,0.3307947516441345,0.6692053079605103
62,0.9466028809547424,0.05339718610048294
63,0.9151403903961182,0.08485955744981766
64,0.9585145711898804,0.04148539900779724
65,0.7818229794502258,0.21817703545093536
66,0.40467435121536255,0.5953255891799927
67,0.9157599806785583,0.08423998951911926
68,0.826154351234436,0.1738455891609192
69,0.8461858034133911,0.1538141518831253
70,0.6240407824516296,0.37595927715301514
71,0.2789497375488281,0.7210502624511719
72,0.3601096570491791,0.6398903727531433
73,0.9150384068489075,0.0849616602063179
74,0.8158739805221558,0.18412604928016663
75,0.10839014500379562,0.8916098475456238
76,0.9452674984931946,0.05473250150680542
77,0.9628295302391052,0.037170518189668655
78,0.8895917534828186,0.11040829122066498
79,0.24538284540176392,0.7546171545982361
80,0.9193670153617859,0.0806330218911171
81,0.12517961859703064,0.874820351600647
82,0.9325860738754272,0.06741398572921753
83,0.9501978754997253,0.049802180379629135
84,0.9630069136619568,0.036993078887462616
85,0.7885141968727112,0.21148578822612762
86,0.6435630917549133,0.35643690824508667
87,0.8260295987129211,0.17397038638591766
88,0.8229703307151794,0.17702968418598175
89,0.1999417245388031,0.8000583052635193
90,0.8458171486854553,0.15418285131454468
91,0.5102937817573547,0.4897061884403229
92,0.3879719078540802,0.6120281219482422
93,0.5357224941253662,0.4642775058746338
94,0.8941972255706787,0.1058027520775795
95,0.343494713306427,0.656505286693573
96,0.3151438236236572,0.6848562359809875
97,0.31642207503318787,0.6835778951644897
98,0.16507448256015778,0.8349255323410034
99,0.9539546966552734,0.04604530707001686
100,0.819652795791626,0.18034717440605164
101,0.2375270575284958,0.762472927570343
102,0.21836057305335999,0.7816394567489624
103,0.856683611869812,0.14331646263599396
104,0.8395437598228455,0.16045619547367096
105,0.9272913932800293,0.0727086067199707
106,0.9653460383415222,0.03465394675731659
107,0.9184735417366028,0.0815265104174614
108,0.9015052318572998,0.09849479049444199
109,0.17987219989299774,0.8201277852058411
110,0.7303847670555115,0.26961520314216614
111,0.13138748705387115,0.86861252784729
112,0.9516515731811523,0.04834839701652527
113,0.9649500250816345,0.035049907863140106
114,0.14316681027412415,0.8568332195281982
115,0.9553800821304321,0.04461988806724548
116,0.1191762164235115,0.8808237910270691
117,0.8178256750106812,0.18217431008815765
118,0.9395198225975037,0.06048016622662544
119,0.20659781992435455,0.7934021949768066
120,0.10999346524477005,0.8900065422058105
121,0.23820003867149353,0.7617999315261841
122,0.9610982537269592,0.03890173137187958
123,0.6392064094543457,0.3607935905456543
124,0.9288387298583984,0.07116133719682693
125,0.07388697564601898,0.9261130690574646
126,0.8002583980560303,0.19974152743816376
127,0.9549535512924194,0.045046478509902954
128,0.8483688235282898,0.1516312211751938
129,0.5489779710769653,0.45102202892303467
130,0.28601691126823425,0.7139829993247986
131,0.9577248096466064,0.04227515682578087
132,0.5549672245979309,0.4450328052043915
133,0.8456396460533142,0.1543603539466858
134,0.9160332083702087,0.08396674692630768
135,0.9198045134544373,0.08019542694091797
136,0.9477282166481018,0.052271779626607895
137,0.5154640674591064,0.48453593254089355
138,0.4664103388786316,0.5335896611213684
139,0.2644660770893097,0.7355338931083679
140,0.9579401612281799,0.04205984249711037
141,0.8131600022315979,0.1868400126695633
142,0.9710807204246521,0.02891932986676693
143,0.9686663746833801,0.03133364021778107
144,0.09299717843532562,0.9070028066635132
145,0.49405768513679504,0.5059423446655273
146,0.14976190030574799,0.8502380847930908
147,0.8454174399375916,0.15458260476589203
148,0.16923120617866516,0.8307687640190125
149,0.8479864001274109,0.15201357007026672
150,0.9409818053245544,0.059018153697252274
151,0.957728922367096,0.042271025478839874
152,0.7443318963050842,0.2556680738925934
153,0.9599993824958801,0.04000062122941017
154,0.5190768837928772,0.48092320561408997
155,0.5703290104866028,0.42967092990875244
156,0.25611957907676697,0.7438804507255554
157,0.9543014168739319,0.04569854959845543
158,0.8242455124855042,0.17575450241565704
159,0.7361766695976257,0.2638233006000519
160,0.14183151721954346,0.8581684827804565
161,0.07031579315662384,0.9296842813491821
162,0.9538602828979492,0.04613974690437317
163,0.8250682353973389,0.17493174970149994
164,0.3547985851764679,0.6452013850212097
165,0.30940186977386475,0.6905981302261353
166,0.9606950879096985,0.0393049530684948
167,0.8592149019241333,0.14078505337238312
168,0.23146505653858185,0.7685349583625793
169,0.1661117672920227,0.8338882327079773
170,0.886938750743866,0.11306127905845642
171,0.8273249268531799,0.17267513275146484
172,0.2966269552707672,0.7033730149269104
173,0.40140819549560547,0.5985918045043945
174,0.7940687537193298,0.20593129098415375
175,0.9542381167411804,0.04576192796230316
176,0.07535392045974731,0.9246460199356079
177,0.6695632934570312,0.33043667674064636
178,0.9436649084091187,0.05633512884378433
179,0.7879404425621033,0.21205951273441315
180,0.3368135988712311,0.6631864309310913
181,0.8015156388282776,0.1984844207763672
182,0.12699168920516968,0.8730083703994751
183,0.9324991703033447,0.06750078499317169
184,0.929538369178772,0.07046165317296982
185,0.25481343269348145,0.7451866269111633
186,0.18895146250724792,0.8110485076904297
187,0.1198364719748497,0.8801635503768921
188,0.9352601170539856,0.06473991274833679
189,0.9103813767433167,0.08961869031190872
190,0.8259798288345337,0.1740202009677887
191,0.9605085253715515,0.03949150815606117
192,0.9073821306228638,0.092617928981781
193,0.9609472155570984,0.039052814245224
194,0.9507967829704285,0.049203239381313324
195,0.9600015878677368,0.039998386055231094
196,0.2856159210205078,0.7143840789794922
197,0.47077059745788574,0.5292294025421143
198,0.06553567945957184,0.9344643354415894
199,0.11880303174257278,0.881196916103363
200,0.9559781551361084,0.04402181878685951
201,0.14050725102424622,0.8594927787780762
202,0.9630811214447021,0.03691882640123367
203,0.1769651174545288,0.8230348229408264
204,0.10070344805717468,0.8992965817451477
205,0.955812931060791,0.0441870242357254
206,0.9561928510665894,0.043807171285152435
207,0.9631664752960205,0.03683348000049591
208,0.11522453278303146,0.8847754001617432
209,0.9416214823722839,0.05837860330939293
210,0.3570087254047394,0.6429912447929382
211,0.3040810525417328,0.6959189176559448
212,0.8729037642478943,0.12709622085094452
213,0.5292937755584717,0.47070619463920593
214,0.830887496471405,0.16911251842975616
215,0.9649561643600464,0.03504384681582451
216,0.07205157727003098,0.9279484152793884
217,0.966132402420044,0.033867619931697845
218,0.9654335975646973,0.034566398710012436
219,0.4937882125377655,0.5062118172645569
220,0.9063178300857544,0.0936821773648262
221,0.9256851673126221,0.07431486248970032
222,0.9542081356048584,0.045791856944561005
223,0.9210221171379089,0.07897782325744629
224,0.2469329535961151,0.7530670166015625
