,FalseSM,TrueSM
0,0.4653736650943756,0.5346262454986572
1,0.9460476040840149,0.053952354937791824
2,0.7392538785934448,0.26074615120887756
3,0.9335558414459229,0.06644417345523834
4,0.7657629251480103,0.23423711955547333
5,0.9479498267173767,0.05205019935965538
6,0.9242023825645447,0.07579755783081055
7,0.34596553444862366,0.654034435749054
8,0.9567157626152039,0.04328421130776405
9,0.24184635281562805,0.7581536769866943
10,0.9591761231422424,0.04082384333014488
11,0.9641504287719727,0.035849615931510925
12,0.9405252933502197,0.05947471782565117
13,0.19078035652637482,0.8092196583747864
14,0.31529492139816284,0.6847050786018372
15,0.2652111053466797,0.7347888946533203
16,0.1715909093618393,0.8284090757369995
17,0.23633317649364471,0.7636668086051941
18,0.9531043767929077,0.04689563438296318
19,0.7882362604141235,0.21176372468471527
20,0.886498212814331,0.11350178718566895
21,0.9641104936599731,0.035889506340026855
22,0.22473546862602234,0.7752645611763
23,0.965149998664856,0.03485003486275673
24,0.4018362760543823,0.5981637239456177
25,0.9228284955024719,0.0771714448928833
26,0.9345308542251587,0.06546913087368011
27,0.8935981392860413,0.10640185326337814
28,0.48387613892555237,0.51612389087677
29,0.9647949934005737,0.035205014050006866
30,0.12658686935901642,0.8734130859375
31,0.6799601316452026,0.3200399577617645
32,0.12868890166282654,0.8713111281394958
33,0.952415406703949,0.04758456349372864
34,0.9446263909339905,0.055373597890138626
35,0.1904313862323761,0.8095685839653015
36,0.9669836163520813,0.03301633521914482
37,0.7304766178131104,0.26952338218688965
38,0.9651399254798889,0.034860070794820786
39,0.9330575466156006,0.06694245338439941
40,0.11317726969718933,0.8868227601051331
41,0.27742502093315125,0.7225750088691711
42,0.4158799648284912,0.5841200351715088
43,0.9472160935401917,0.05278392881155014
44,0.9044371843338013,0.09556277096271515
45,0.9489145874977112,0.051085442304611206
46,0.6919777393341064,0.30802226066589355
47,0.9465379118919373,0.05346207693219185
48,0.9618771076202393,0.038122911006212234
49,0.3698349893093109,0.6301650404930115
50,0.10672765970230103,0.893272340297699
51,0.834762454032898,0.16523753106594086
52,0.8310660719871521,0.16893388330936432
53,0.1292891651391983,0.8707107901573181
54,0.4574201703071594,0.5425797700881958
55,0.4603622257709503,0.5396378040313721
56,0.9436340928077698,0.056365855038166046
57,0.15584814548492432,0.8441518545150757
58,0.6573129296302795,0.34268710017204285
59,0.8971467018127441,0.10285332053899765
60,0.23277287185192108,0.7672271132469177
61,0.9001985192298889,0.09980147331953049
62,0.771498441696167,0.2285015881061554
63,0.9052919149398804,0.09470809251070023
64,0.07936862111091614,0.9206313490867615
65,0.1988927274942398,0.8011072874069214
66,0.8972228169441223,0.10277720540761948
